niveau_etude,region,smoker,revenu_estime_mois,historique_credits,score_credit,loyer_mensuel,montant_pret
bac+2,Occitanie,non,2412.0,0.0,499.0,821.4,9971.1296356007
doctorat,Occitanie,oui,1287.0,0.0,580.0,804.94,10200.202622990795
doctorat,Provence-Alpes-Côte d’Azur,non,3723.0,2.0,724.0,658.432,49624.91829353762
bac+2,Normandie,non,500.0,2.0,577.0,654.534,22297.737438200547
aucun,Auvergne-Rhône-Alpes,non,3271.0,0.0,580.0,710.44,500.0
bac+2,Hauts-de-France,oui,853.0,2.0,703.0,941.7620000000001,6850.133759587988
master,Hauts-de-France,oui,4572.0,5.0,557.0,760.014,5448.772850408665
bac,Hauts-de-France,oui,1341.0,2.0,782.0,849.88,500.0
master,Occitanie,non,2498.0,3.0,718.0,761.076,19370.037466363938
bac+2,Auvergne-Rhône-Alpes,oui,1633.0,3.0,353.0,478.822,15631.812846511424
master,Bretagne,non,1438.0,2.0,577.0,766.02,9261.194666903108
aucun,Provence-Alpes-Côte d’Azur,oui,2542.0,1.0,553.0,955.6919999999998,500.0
doctorat,Normandie,oui,1816.0,1.0,558.0,654.58,1862.4561355572528
aucun,Île-de-France,oui,2721.0,5.0,557.0,770.5840000000001,500.0
aucun,Île-de-France,non,1719.0,3.0,581.0,738.41,500.0
aucun,Corse,non,2570.0,1.0,553.0,797.21,500.0
bac+2,Normandie,oui,2463.0,4.0,328.0,889.2299999999999,3670.209077088856
aucun,Île-de-France,oui,3713.0,2.0,577.0,771.05,500.0
bac,Occitanie,oui,3416.0,0.0,580.0,940.436,500.0
master,Auvergne-Rhône-Alpes,oui,3830.0,2.0,577.0,691.93,500.0
doctorat,Île-de-France,non,2233.0,1.0,553.0,298.53,39428.024035626215
bac+2,Île-de-France,oui,3425.0,1.0,553.0,1108.316,500.0
bac+2,Provence-Alpes-Côte d’Azur,non,3228.0,5.0,557.0,747.558,500.0
doctorat,Normandie,oui,2712.0,4.0,576.0,733.522,3596.6611426710924
bac+2,Provence-Alpes-Côte d’Azur,non,1445.0,4.0,576.0,932.65,17530.812741714606
master,Normandie,oui,2088.0,1.0,553.0,1114.26,500.0
bac+2,Hauts-de-France,oui,3698.0,4.0,843.0,977.7,17931.91195080179
aucun,Corse,oui,4520.0,0.0,756.0,1107.9740000000002,500.0
aucun,Provence-Alpes-Côte d’Azur,oui,2235.0,0.0,825.0,870.26,15135.786551883626
bac+2,Hauts-de-France,oui,1953.0,2.0,728.0,809.284,8069.115852258167
aucun,Auvergne-Rhône-Alpes,oui,2697.0,4.0,576.0,1035.5059999999999,1654.6371086232252
master,Bretagne,non,2660.0,0.0,464.0,829.2299999999999,500.0
doctorat,Occitanie,non,2338.0,3.0,581.0,569.38,1618.0977808317425
aucun,Île-de-France,oui,3933.0,4.0,752.0,713.4280000000001,14130.781737072944
aucun,Auvergne-Rhône-Alpes,non,3518.0,5.0,557.0,797.3399999999999,23160.849927200656
master,Auvergne-Rhône-Alpes,non,2605.0,5.0,764.0,721.23,26347.825047277667
doctorat,Normandie,oui,2574.0,1.0,524.0,659.242,500.0
bac+2,Auvergne-Rhône-Alpes,non,911.0,1.0,743.0,736.652,20436.712111452085
aucun,Occitanie,oui,2267.0,1.0,553.0,766.3520000000001,500.0
doctorat,Hauts-de-France,oui,2107.0,2.0,577.0,775.36,6109.2432256150105
bac+2,Occitanie,non,1046.0,4.0,576.0,524.91,500.0
bac+2,Bretagne,oui,3514.0,4.0,576.0,1307.961000000001,500.0
aucun,Occitanie,non,6826.0,5.0,557.0,1023.732,1623.495217891231
master,Île-de-France,non,2360.0,0.0,813.0,1007.454,22793.390962113543
bac,Occitanie,oui,2550.0,2.0,524.0,911.418,6817.886738272792
aucun,Bretagne,oui,3031.0,2.0,577.0,1145.34,500.0
doctorat,Hauts-de-France,oui,3051.0,3.0,581.0,872.1099999999999,12819.150872661288
aucun,Provence-Alpes-Côte d’Azur,non,2080.0,1.0,413.0,692.2,10253.33495029246
bac+2,Occitanie,non,1310.0,0.0,324.0,839.3879999999999,500.0
master,Corse,non,3741.0,4.0,576.0,1154.45,2841.905005728218
bac+2,Bretagne,non,1559.0,3.0,820.0,590.5799999999999,28209.424260254447
bac,Provence-Alpes-Côte d’Azur,oui,2659.0,4.0,576.0,773.172,500.0
doctorat,Bretagne,oui,666.0,5.0,685.0,842.682,9654.116287509927
aucun,Île-de-France,non,1933.0,1.0,553.0,1263.56,7419.553478831272
bac,Provence-Alpes-Côte d’Azur,oui,4663.0,3.0,478.0,694.46,500.0
master,Bretagne,oui,3335.0,4.0,624.0,676.472,11554.821967787862
bac,Occitanie,oui,2515.0,3.0,581.0,657.94,500.0
doctorat,Île-de-France,non,1714.0,3.0,581.0,999.4740000000002,7044.443319388295
bac+2,Provence-Alpes-Côte d’Azur,non,2052.0,2.0,577.0,750.966,500.0
bac+2,Corse,oui,2742.0,4.0,615.0,821.25,500.0
bac+2,Corse,oui,4829.0,2.0,577.0,483.1,4259.007150531642
bac+2,Bretagne,oui,2532.0,5.0,557.0,514.02,3980.025127793752
doctorat,Île-de-France,non,2978.0,5.0,557.0,1076.2,1283.8464768045365
bac,Auvergne-Rhône-Alpes,oui,3897.0,1.0,639.0,782.57,770.868971321893
bac+2,Hauts-de-France,oui,2162.0,3.0,470.0,588.894,500.0
master,Bretagne,oui,3006.0,0.0,536.0,684.0960000000001,14623.449797005103
bac+2,Hauts-de-France,non,5957.0,5.0,557.0,540.85,500.0
master,Provence-Alpes-Côte d’Azur,oui,500.0,2.0,695.0,713.5759999999999,2388.852790261776
doctorat,Auvergne-Rhône-Alpes,oui,2261.0,2.0,577.0,564.668,20804.09006294792
bac,Provence-Alpes-Côte d’Azur,oui,1851.0,0.0,583.0,737.85,4330.739667182579
master,Bretagne,oui,1493.0,4.0,576.0,726.374,11379.84588857202
aucun,Normandie,oui,1430.0,2.0,844.0,730.316,500.0
master,Île-de-France,oui,2390.0,4.0,576.0,940.326,13334.048021918
master,Hauts-de-France,non,2904.0,2.0,577.0,843.832,500.0
bac,Bretagne,oui,3487.0,1.0,553.0,443.05,500.0
doctorat,Bretagne,non,2678.0,1.0,553.0,1001.9200000000001,903.4680696444676
doctorat,Bretagne,oui,2025.0,0.0,446.0,511.742,500.0
doctorat,Corse,non,1427.0,3.0,688.0,902.49,15034.320179440205
doctorat,Normandie,oui,1991.0,3.0,581.0,936.2,9205.21598689522
bac+2,Provence-Alpes-Côte d’Azur,non,2849.0,4.0,309.0,703.33,14858.391477912968
bac,Provence-Alpes-Côte d’Azur,non,1784.0,5.0,557.0,595.066,9198.55668405212
bac+2,Corse,oui,1315.0,0.0,789.0,345.86,500.0
doctorat,Occitanie,oui,3139.0,0.0,580.0,728.3100000000001,500.0
aucun,Auvergne-Rhône-Alpes,oui,2266.0,2.0,345.0,696.956,500.0
doctorat,Bretagne,non,1315.0,3.0,312.0,871.0039999999999,27055.75851239357
bac+2,Île-de-France,non,3776.0,5.0,808.0,1208.54,36777.334147647125
aucun,Bretagne,non,2750.0,4.0,649.0,660.65,500.0
master,Provence-Alpes-Côte d’Azur,non,2204.0,2.0,577.0,816.0980000000001,500.0
master,Hauts-de-France,non,500.0,1.0,553.0,837.7660000000002,16975.72079082583
bac+2,Auvergne-Rhône-Alpes,non,2256.0,0.0,580.0,805.4099999999999,12346.94459500908
doctorat,Auvergne-Rhône-Alpes,non,2145.0,0.0,580.0,984.4040000000001,25010.283170057985
bac+2,Corse,oui,1429.0,4.0,576.0,768.4739999999999,500.0
doctorat,Corse,oui,1206.0,0.0,839.0,975.32,500.0
aucun,Île-de-France,non,3935.0,0.0,538.0,631.108,500.0
bac+2,Auvergne-Rhône-Alpes,oui,3802.0,1.0,598.0,1124.77,20390.17432466051
doctorat,Provence-Alpes-Côte d’Azur,oui,500.0,3.0,687.0,713.5759999999999,500.0
aucun,Île-de-France,non,1018.0,5.0,388.0,772.2760000000001,12709.66673271385
doctorat,Corse,non,2588.0,4.0,576.0,860.5039999999999,23329.68878507518
bac,Bretagne,oui,2614.0,4.0,576.0,1052.9299999999998,500.0
bac+2,Auvergne-Rhône-Alpes,non,1018.0,2.0,577.0,772.2760000000001,9781.364894180851
master,Normandie,non,2912.0,3.0,581.0,1112.6619999999998,17852.537359250768
bac,Auvergne-Rhône-Alpes,non,2033.0,5.0,557.0,806.004,13669.31886405003
aucun,Hauts-de-France,oui,3443.0,0.0,580.0,844.9440000000001,500.0
bac,Occitanie,oui,1685.0,2.0,577.0,666.15,14051.63539734849
doctorat,Île-de-France,non,2371.0,3.0,581.0,626.56,27124.288015359627
bac,Corse,non,2669.0,2.0,577.0,431.6360000000001,8625.077310819364
bac+2,Île-de-France,oui,1893.0,3.0,656.0,910.842,12612.621374535289
bac+2,Auvergne-Rhône-Alpes,non,1007.0,4.0,576.0,707.836,17814.3603129932
doctorat,Occitanie,non,3128.0,1.0,553.0,733.4560000000001,3833.354102818864
bac+2,Auvergne-Rhône-Alpes,oui,1861.0,4.0,348.0,619.358,500.0
bac,Hauts-de-France,oui,3635.0,2.0,740.0,1183.622,500.0
aucun,Normandie,oui,1511.0,4.0,576.0,800.23,500.0
doctorat,Occitanie,non,3030.0,3.0,820.0,897.0899999999999,35348.64876190992
bac+2,Hauts-de-France,oui,5598.0,5.0,557.0,992.76,17310.303954491825
aucun,Île-de-France,non,500.0,4.0,725.0,482.6199999999999,500.0
bac,Occitanie,oui,3078.0,5.0,557.0,634.9580000000001,15942.314525456555
doctorat,Provence-Alpes-Côte d’Azur,oui,3355.0,1.0,553.0,806.454,34713.92421117443
aucun,Hauts-de-France,oui,1993.0,0.0,488.0,581.558,500.0
master,Hauts-de-France,oui,1348.0,5.0,557.0,670.426,500.0
doctorat,Occitanie,oui,3949.0,0.0,823.0,883.2700000000001,29471.09638797179
master,Occitanie,oui,3350.0,4.0,673.0,625.872,500.0
bac+2,Normandie,non,2770.0,2.0,607.0,967.0800000000002,1383.1904886237637
master,Auvergne-Rhône-Alpes,oui,1121.0,3.0,581.0,751.858,4161.7405852611
master,Corse,oui,2059.0,4.0,576.0,1053.24,500.0
master,Bretagne,non,1576.0,2.0,577.0,832.668,22458.55901686182
doctorat,Corse,oui,1203.0,0.0,580.0,971.76,4640.7751736350365
master,Île-de-France,non,3029.0,0.0,580.0,1023.9039999999999,29295.164946125675
bac,Corse,non,2164.0,2.0,577.0,637.9620000000001,500.0
aucun,Bretagne,oui,1419.0,4.0,392.0,715.22,500.0
aucun,Normandie,oui,1658.0,3.0,422.0,809.0219999999999,500.0
master,Bretagne,oui,4470.0,1.0,359.0,828.758,15523.149263294406
master,Normandie,non,836.0,2.0,577.0,719.0439999999999,500.0
aucun,Normandie,non,1719.0,2.0,577.0,772.5539999999999,9806.122808733253
master,Île-de-France,oui,3388.0,4.0,476.0,905.408,24219.908897169917
master,Corse,non,1294.0,3.0,581.0,686.794,21345.87926073056
master,Normandie,oui,1393.0,0.0,580.0,912.9540000000001,500.0
bac,Hauts-de-France,non,1913.0,1.0,763.0,738.076,14689.539832612178
aucun,Auvergne-Rhône-Alpes,non,1302.0,3.0,581.0,1054.442,500.0
aucun,Normandie,oui,2666.0,0.0,830.0,725.362,3738.15122909472
bac+2,Hauts-de-France,oui,2381.0,4.0,803.0,510.68999999999994,500.0
doctorat,Corse,oui,1857.0,3.0,641.0,514.64,9969.429447889564
doctorat,Bretagne,oui,1476.0,3.0,581.0,854.3100000000001,500.0
bac+2,Corse,non,3950.0,5.0,503.0,881.244,500.0
master,Normandie,oui,2490.0,0.0,451.0,607.996,500.0
bac,Auvergne-Rhône-Alpes,oui,2512.0,3.0,581.0,317.21,500.0
bac,Provence-Alpes-Côte d’Azur,oui,4439.0,1.0,644.0,969.318,500.0
doctorat,Occitanie,non,1002.0,3.0,581.0,739.5779999999999,500.0
aucun,Île-de-France,non,2171.0,4.0,576.0,993.47,17768.290622195058
master,Corse,non,1078.0,3.0,719.0,795.854,14489.190386682125
bac,Occitanie,non,997.0,2.0,789.0,797.414,15145.615965678611
aucun,Provence-Alpes-Côte d’Azur,oui,4067.0,0.0,363.0,817.89,500.0
aucun,Normandie,oui,2301.0,2.0,577.0,967.4380000000001,500.0
doctorat,Hauts-de-France,non,4989.0,0.0,580.0,884.924,35186.66956429233
aucun,Auvergne-Rhône-Alpes,oui,500.0,3.0,674.0,650.918,500.0
doctorat,Corse,oui,2222.0,5.0,557.0,740.9300000000001,500.0
bac+2,Île-de-France,non,4170.0,2.0,577.0,728.94,35274.274461424524
master,Île-de-France,oui,500.0,5.0,557.0,482.6199999999999,17595.253624411256
bac+2,Occitanie,non,2580.0,2.0,577.0,486.1139999999999,500.0
aucun,Normandie,oui,2965.0,1.0,553.0,1307.961000000001,500.0
bac,Provence-Alpes-Côte d’Azur,oui,3021.0,3.0,581.0,535.11,13391.83680772964
master,Île-de-France,oui,2673.0,2.0,577.0,613.578,500.0
aucun,Occitanie,oui,1378.0,5.0,557.0,815.326,500.0
bac,Bretagne,oui,500.0,1.0,450.0,806.098,500.0
master,Île-de-France,oui,2014.0,5.0,557.0,473.896,18644.75551269439
aucun,Occitanie,non,2128.0,3.0,511.0,878.732,500.0
bac+2,Île-de-France,non,2988.0,5.0,608.0,626.27,31915.413161279317
aucun,Bretagne,non,2561.0,4.0,591.0,862.734,6951.049702536611
master,Auvergne-Rhône-Alpes,non,1066.0,3.0,617.0,901.116,500.0
doctorat,Bretagne,non,1290.0,4.0,576.0,921.042,6535.340337088602
bac,Auvergne-Rhône-Alpes,oui,3037.0,4.0,576.0,715.668,500.0
aucun,Normandie,non,3254.0,4.0,576.0,790.1400000000001,13299.570559640746
bac+2,Occitanie,non,2243.0,1.0,475.0,832.768,18268.911023549957
doctorat,Normandie,non,500.0,4.0,348.0,654.534,500.0
master,Provence-Alpes-Côte d’Azur,oui,4184.0,3.0,720.0,996.466,500.0
bac,Provence-Alpes-Côte d’Azur,oui,1782.0,3.0,581.0,686.8519999999999,500.0
aucun,Normandie,non,2762.0,1.0,433.0,792.0600000000001,13167.874098585917
doctorat,Occitanie,non,2849.0,4.0,576.0,703.33,5876.08168713673
master,Auvergne-Rhône-Alpes,non,1791.0,1.0,553.0,676.122,26063.849456923388
bac+2,Provence-Alpes-Côte d’Azur,non,2738.0,3.0,622.0,471.58,19942.55921405613
aucun,Corse,oui,1181.0,1.0,837.0,783.8300000000002,500.0
master,Île-de-France,oui,2341.0,2.0,577.0,365.62,500.0
aucun,Occitanie,oui,3604.0,2.0,577.0,698.614,500.0
bac,Occitanie,oui,3274.0,5.0,505.0,655.454,12674.143471485697
bac+2,Provence-Alpes-Côte d’Azur,non,500.0,3.0,581.0,713.5759999999999,12067.719839520172
bac+2,Provence-Alpes-Côte d’Azur,oui,4567.0,1.0,553.0,799.4300000000001,500.0
doctorat,Provence-Alpes-Côte d’Azur,non,3660.0,4.0,576.0,537.37,27370.761151119943
bac+2,Auvergne-Rhône-Alpes,non,2350.0,0.0,580.0,1307.961000000001,500.0
doctorat,Corse,non,2566.0,3.0,581.0,411.13,8648.56446904497
master,Corse,oui,500.0,3.0,824.0,1056.134,1590.9633503445175
bac+2,Auvergne-Rhône-Alpes,non,2843.0,0.0,727.0,733.33,32483.99132969468
doctorat,Corse,oui,3191.0,2.0,789.0,661.64,500.0
master,Corse,non,3213.0,0.0,391.0,1209.88,23503.95750140131
aucun,Normandie,non,1702.0,2.0,577.0,707.762,500.0
doctorat,Bretagne,oui,1427.0,2.0,614.0,664.074,22411.23299050272
bac+2,Provence-Alpes-Côte d’Azur,oui,500.0,1.0,553.0,713.5759999999999,500.0
doctorat,Bretagne,oui,1000.0,0.0,452.0,734.256,500.0
master,Hauts-de-France,oui,1243.0,0.0,580.0,760.462,500.0
doctorat,Auvergne-Rhône-Alpes,oui,2048.0,5.0,376.0,790.7339999999999,5316.1181156881
aucun,Île-de-France,non,802.0,4.0,801.0,748.288,500.0
master,Corse,non,3573.0,5.0,557.0,855.716,32604.918557067853
master,Auvergne-Rhône-Alpes,oui,3306.0,3.0,581.0,808.9,500.0
master,Auvergne-Rhône-Alpes,oui,6155.0,0.0,379.0,513.84,49356.68405204085
bac,Provence-Alpes-Côte d’Azur,non,2349.0,1.0,634.0,1254.5659999999998,5946.320819593767
aucun,Occitanie,oui,500.0,3.0,581.0,656.9540000000001,500.0
aucun,Auvergne-Rhône-Alpes,non,1720.0,0.0,580.0,939.76,500.0
doctorat,Hauts-de-France,oui,3018.0,4.0,576.0,855.5039999999999,3125.15424948565
aucun,Provence-Alpes-Côte d’Azur,non,1299.0,4.0,576.0,803.68,2490.380594435334
aucun,Normandie,non,3633.0,4.0,576.0,1002.762,8396.624621447341
bac+2,Corse,non,966.0,0.0,580.0,951.784,500.0
bac,Hauts-de-France,non,1671.0,5.0,784.0,309.14,500.0
bac+2,Auvergne-Rhône-Alpes,non,2071.0,4.0,576.0,739.762,18254.57962217716
bac,Auvergne-Rhône-Alpes,oui,3739.0,3.0,581.0,414.84,500.0
master,Normandie,non,4962.0,1.0,553.0,801.2500000000001,30712.084855966623
bac+2,Normandie,oui,1948.0,4.0,599.0,900.086,500.0
bac+2,Hauts-de-France,non,1388.0,0.0,580.0,987.8060000000002,10199.27216653708
bac+2,Bretagne,non,2228.0,2.0,627.0,844.1299999999999,26518.78949577035
bac,Île-de-France,oui,500.0,0.0,301.0,482.6199999999999,500.0
doctorat,Bretagne,non,2562.0,1.0,583.0,802.58,26346.08638259717
doctorat,Occitanie,non,2912.0,5.0,313.0,961.6779999999999,5887.495107904259
bac+2,Bretagne,oui,2525.0,4.0,807.0,467.05199999999996,27611.992362669524
master,Hauts-de-France,non,4893.0,3.0,462.0,708.98,500.0
bac,Bretagne,oui,2398.0,5.0,330.0,957.0039999999999,8609.537891937116
bac+2,Corse,non,2160.0,1.0,553.0,841.128,5626.142708923061
master,Corse,oui,2265.0,1.0,537.0,696.956,7485.515618447107
bac,Bretagne,non,2591.0,3.0,581.0,749.788,500.0
bac+2,Occitanie,non,3625.0,3.0,688.0,669.71,29804.602232965783
doctorat,Hauts-de-France,non,2214.0,0.0,580.0,988.656,34454.62613536854
master,Île-de-France,non,1695.0,4.0,472.0,797.1319999999998,500.0
master,Île-de-France,oui,3681.0,5.0,497.0,675.8720000000001,23101.80227565994
aucun,Île-de-France,non,3797.0,1.0,553.0,748.574,9964.400313238522
aucun,Auvergne-Rhône-Alpes,oui,2567.0,0.0,430.0,565.708,7586.408271460594
master,Auvergne-Rhône-Alpes,oui,2442.0,5.0,456.0,1113.84,500.0
bac,Île-de-France,non,2500.0,1.0,553.0,814.53,1955.0920398713888
bac+2,Provence-Alpes-Côte d’Azur,non,4346.0,4.0,655.0,770.158,44140.2783513807
aucun,Île-de-France,non,3228.0,3.0,365.0,663.4399999999999,9966.569824527503
master,Corse,non,3475.0,5.0,557.0,384.87,25387.82843869536
aucun,Bretagne,non,3670.0,1.0,462.0,834.116,11221.231554459047
bac+2,Île-de-France,oui,981.0,3.0,581.0,575.0,500.0
aucun,Île-de-France,non,500.0,3.0,581.0,482.6199999999999,500.0
doctorat,Île-de-France,oui,4051.0,3.0,581.0,642.936,500.0
master,Auvergne-Rhône-Alpes,non,2105.0,5.0,643.0,777.514,11142.536987554397
aucun,Hauts-de-France,non,1028.0,2.0,577.0,943.21,500.0
doctorat,Bretagne,oui,1664.0,5.0,649.0,867.5559999999999,500.0
doctorat,Normandie,oui,5114.0,2.0,803.0,819.2240000000002,41376.08781332332
aucun,Occitanie,non,2214.0,5.0,334.0,960.8279999999999,14539.639304170918
aucun,Occitanie,non,3147.0,5.0,557.0,1008.04,13169.178127959767
aucun,Corse,non,1157.0,4.0,576.0,846.0600000000001,500.0
doctorat,Normandie,non,3358.0,2.0,577.0,702.172,44674.44852984379
master,Occitanie,non,684.0,0.0,580.0,1038.252,22369.705545148503
bac+2,Bretagne,oui,1342.0,1.0,687.0,1092.708,2664.456947528504
bac+2,Normandie,non,3899.0,5.0,557.0,782.57,8419.826990118605
doctorat,Corse,oui,1907.0,0.0,580.0,932.4859999999999,11787.714186008528
doctorat,Normandie,non,4182.0,2.0,481.0,996.466,23692.118874842086
doctorat,Corse,non,2488.0,2.0,738.0,532.08,10084.20742667185
doctorat,Bretagne,non,2147.0,3.0,794.0,1307.961000000001,38752.70794554361
aucun,Île-de-France,oui,2739.0,4.0,576.0,1237.07,500.0
master,Hauts-de-France,non,1560.0,1.0,553.0,716.55,500.0
master,Provence-Alpes-Côte d’Azur,oui,739.0,4.0,673.0,470.87999999999994,3494.0279961624865
doctorat,Île-de-France,oui,3946.0,2.0,577.0,787.408,1353.1672773618373
bac,Normandie,oui,3359.0,4.0,576.0,543.2239999999999,13127.833045043511
bac+2,Occitanie,non,543.0,1.0,417.0,804.278,13607.37323409482
master,Corse,non,2021.0,5.0,408.0,776.7760000000001,10515.386586844632
aucun,Île-de-France,oui,1944.0,3.0,581.0,847.29,10317.186204023566
aucun,Hauts-de-France,oui,2712.0,2.0,484.0,825.626,500.0
master,Bretagne,oui,500.0,1.0,553.0,806.098,500.0
aucun,Île-de-France,non,3489.0,1.0,392.0,1034.63,500.0
master,Hauts-de-France,non,3145.0,2.0,331.0,704.068,500.0
bac,Bretagne,oui,3408.0,4.0,592.0,1307.961000000001,500.0
aucun,Corse,oui,1562.0,2.0,577.0,437.27,500.0
doctorat,Provence-Alpes-Côte d’Azur,non,3263.0,5.0,557.0,812.7059999999999,11607.042261402692
aucun,Provence-Alpes-Côte d’Azur,oui,2629.0,5.0,672.0,1238.49,500.0
bac+2,Bretagne,oui,2325.0,2.0,577.0,602.158,13930.217425514977
bac+2,Provence-Alpes-Côte d’Azur,non,3663.0,5.0,557.0,660.47,500.0
bac+2,Bretagne,non,2449.0,5.0,643.0,480.37600000000003,22641.101301571893
doctorat,Normandie,oui,2944.0,3.0,581.0,794.528,18577.47809652782
bac+2,Bretagne,oui,500.0,4.0,635.0,806.098,3078.1464631230083
aucun,Bretagne,oui,4780.0,1.0,323.0,731.4459999999999,500.0
aucun,Occitanie,non,2322.0,3.0,565.0,361.76,9218.415009962817
bac,Occitanie,oui,5338.0,4.0,576.0,1194.61,14652.438524097992
bac+2,Auvergne-Rhône-Alpes,oui,3427.0,0.0,580.0,1108.316,24153.62967654251
bac+2,Provence-Alpes-Côte d’Azur,non,953.0,3.0,581.0,1060.038,2711.9290795820216
doctorat,Corse,non,2816.0,2.0,322.0,750.86,19810.33008697724
bac,Hauts-de-France,non,983.0,4.0,576.0,575.0,3525.3553636837214
aucun,Hauts-de-France,non,2674.0,4.0,576.0,905.55,500.0
doctorat,Occitanie,oui,3941.0,0.0,689.0,787.408,24129.908134658064
bac+2,Corse,oui,4624.0,5.0,557.0,760.626,7378.672628788799
bac,Provence-Alpes-Côte d’Azur,oui,500.0,5.0,306.0,713.5759999999999,500.0
bac+2,Corse,non,3566.0,0.0,721.0,981.128,16998.042216951613
aucun,Bretagne,non,2555.0,4.0,576.0,588.38,13989.15152146103
bac,Corse,non,1331.0,4.0,576.0,856.0459999999999,500.0
doctorat,Hauts-de-France,non,1795.0,1.0,553.0,618.152,29891.85154521261
master,Normandie,oui,952.0,4.0,576.0,1060.038,500.0
doctorat,Auvergne-Rhône-Alpes,oui,3766.0,3.0,581.0,402.76800000000003,33679.173231254215
master,Corse,non,3816.0,0.0,460.0,860.374,500.0
bac+2,Corse,oui,1421.0,2.0,602.0,939.07,500.0
master,Hauts-de-France,non,954.0,1.0,701.0,996.008,14119.086134569843
doctorat,Occitanie,non,2845.0,3.0,581.0,768.5260000000001,500.0
aucun,Bretagne,non,1643.0,1.0,592.0,661.392,500.0
bac+2,Île-de-France,non,1281.0,4.0,576.0,572.764,15673.170948873523
bac+2,Corse,oui,3740.0,4.0,601.0,1047.49,1585.500947334095
bac+2,Normandie,non,2618.0,5.0,690.0,1052.9299999999998,500.0
doctorat,Île-de-France,non,1957.0,1.0,553.0,641.038,24927.37401204081
doctorat,Normandie,non,2448.0,5.0,557.0,555.95,21967.591368409256
master,Bretagne,oui,500.0,2.0,577.0,806.098,500.0
master,Bretagne,oui,3082.0,4.0,376.0,1204.73,22094.54361026653
master,Occitanie,oui,943.0,1.0,553.0,1044.474,500.0
bac,Normandie,oui,2178.0,1.0,553.0,442.28,8789.42175858382
doctorat,Auvergne-Rhône-Alpes,non,4348.0,3.0,308.0,770.254,7017.518016140904
master,Auvergne-Rhône-Alpes,non,2655.0,3.0,589.0,634.096,500.0
doctorat,Auvergne-Rhône-Alpes,non,1415.0,0.0,580.0,652.06,37943.66607221247
bac+2,Occitanie,oui,1922.0,3.0,325.0,675.952,13707.45929461847
master,Bretagne,oui,4984.0,5.0,557.0,774.784,24084.668012013437
bac,Île-de-France,oui,1244.0,3.0,581.0,869.5260000000001,500.0
bac,Île-de-France,oui,563.0,2.0,577.0,784.114,9369.040669203156
master,Île-de-France,non,6395.0,2.0,454.0,1023.732,43793.40987320917
bac+2,Normandie,non,2509.0,2.0,577.0,721.012,23922.51702990553
bac,Normandie,oui,1064.0,1.0,553.0,1102.7900000000002,500.0
aucun,Normandie,non,4390.0,3.0,426.0,690.66,14012.200182967728
master,Occitanie,oui,2389.0,0.0,580.0,940.326,10753.667066031348
master,Normandie,oui,3129.0,5.0,329.0,571.9879999999999,8885.739684953534
aucun,Occitanie,oui,3460.0,3.0,806.0,842.57,500.0
aucun,Bretagne,oui,3739.0,1.0,751.0,884.6,21363.86978002991
doctorat,Normandie,oui,2095.0,4.0,576.0,469.35,500.0
aucun,Île-de-France,oui,1684.0,3.0,581.0,733.538,10523.96180035895
aucun,Bretagne,oui,500.0,0.0,580.0,806.098,500.0
doctorat,Occitanie,non,2262.0,2.0,800.0,648.7300000000001,1976.3990057892368
aucun,Hauts-de-France,oui,2118.0,2.0,692.0,1184.8880000000001,500.0
aucun,Occitanie,oui,2473.0,1.0,553.0,865.6780000000001,500.0
doctorat,Île-de-France,non,3559.0,4.0,802.0,964.8519999999999,53192.0535087188
aucun,Île-de-France,oui,920.0,1.0,514.0,1044.23,500.0
bac,Occitanie,oui,2117.0,2.0,577.0,821.7479999999999,500.0
bac,Auvergne-Rhône-Alpes,oui,5088.0,3.0,581.0,819.2239999999999,21401.53947880728
bac,Hauts-de-France,non,2870.0,3.0,673.0,798.398,500.0
aucun,Provence-Alpes-Côte d’Azur,non,2334.0,0.0,580.0,741.748,500.0
aucun,Auvergne-Rhône-Alpes,non,500.0,1.0,553.0,650.918,500.0
aucun,Hauts-de-France,non,3163.0,1.0,791.0,972.0320000000002,19583.390460589024
master,Auvergne-Rhône-Alpes,oui,3508.0,4.0,333.0,885.26,18610.029613217324
aucun,Île-de-France,oui,2437.0,1.0,454.0,1020.75,500.0
master,Occitanie,non,2739.0,4.0,576.0,849.9799999999999,29209.98027713808
bac+2,Bretagne,oui,4302.0,3.0,581.0,856.6899999999999,500.0
aucun,Provence-Alpes-Côte d’Azur,oui,3797.0,0.0,580.0,613.308,500.0
doctorat,Provence-Alpes-Côte d’Azur,oui,584.0,0.0,367.0,622.214,11572.25506619012
bac+2,Hauts-de-France,oui,2993.0,2.0,527.0,727.73,500.0
aucun,Corse,oui,3706.0,1.0,553.0,698.414,500.0
bac+2,Provence-Alpes-Côte d’Azur,oui,1640.0,0.0,556.0,593.074,500.0
doctorat,Auvergne-Rhône-Alpes,non,2999.0,0.0,561.0,1180.25,12515.901493828878
doctorat,Provence-Alpes-Côte d’Azur,non,3943.0,5.0,557.0,787.408,12555.422708362172
bac+2,Corse,non,2228.0,4.0,576.0,1307.961000000001,500.0
doctorat,Bretagne,non,4079.0,2.0,577.0,1047.53,44264.35494154331
aucun,Auvergne-Rhône-Alpes,non,3144.0,0.0,580.0,720.612,10000.543823461245
bac,Bretagne,oui,500.0,2.0,577.0,806.098,500.0
