sport_licence,niveau_etude,region,smoker,nb_enfants,revenu_estime_mois,historique_credits,score_credit,loyer_mensuel,montant_pret
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1,3920.0,3.0,672.0,692.014,20392.221718113728
non,aucun,Bretagne,non,2,4565.0,3.0,776.0,791.6360000000001,500.0
oui,bac+2,Île-de-France,oui,2,1867.0,3.0,455.0,880.958,500.0
oui,bac,Bretagne,oui,2,1106.0,1.0,582.0,800.56,4091.823553354583
non,doctorat,Bretagne,non,3,4029.0,4.0,423.0,930.268,43940.41187167665
oui,bac,Île-de-France,non,1,3099.0,1.0,582.0,928.836,14140.803187309057
non,bac+2,Île-de-France,oui,3,1455.0,1.0,518.0,759.79,500.0
oui,bac+2,Auvergne-Rhône-Alpes,non,3,914.0,3.0,575.0,720.012,24001.844886738643
oui,aucun,Corse,oui,0,2863.0,3.0,415.0,553.9739999999999,500.0
non,master,Normandie,non,4,3338.0,1.0,600.0,1173.48,1225.1755572232078
oui,aucun,Corse,non,3,3164.0,3.0,575.0,670.704,6225.766191127937
oui,master,Occitanie,oui,2,3831.0,3.0,711.0,873.8700000000001,25297.724454599283
oui,bac+2,Auvergne-Rhône-Alpes,oui,2,3159.0,4.0,573.0,819.94,9522.277613072629
non,aucun,Corse,oui,1,1404.0,3.0,612.0,829.01,500.0
oui,doctorat,Occitanie,non,4,2308.0,3.0,575.0,852.0960000000001,38594.08458719576
oui,aucun,Corse,non,2,2317.0,5.0,314.0,947.6659999999999,500.0
oui,doctorat,Auvergne-Rhône-Alpes,oui,0,3115.0,1.0,731.0,998.5319999999999,16661.638964264424
oui,aucun,Provence-Alpes-Côte d’Azur,non,3,610.0,1.0,783.0,733.784,7155.835476977452
non,doctorat,Provence-Alpes-Côte d’Azur,non,4,3353.0,1.0,582.0,616.0440000000001,51183.9307858973
non,bac+2,Provence-Alpes-Côte d’Azur,non,3,500.0,0.0,560.0,870.742,20389.702527203128
non,master,Bretagne,non,2,1663.0,3.0,448.0,980.08,20142.78616722609
non,aucun,Provence-Alpes-Côte d’Azur,oui,4,2370.0,0.0,749.0,683.1580000000001,500.0
non,aucun,Bretagne,non,0,1042.0,4.0,573.0,733.1200000000001,500.0
non,bac,Corse,oui,4,2796.0,1.0,582.0,1298.3356,661.8072755098411
non,master,Auvergne-Rhône-Alpes,non,0,4842.0,2.0,374.0,673.6800000000001,500.0
non,bac+2,Provence-Alpes-Côte d’Azur,oui,3,2288.0,4.0,676.0,972.0600000000001,500.0
oui,bac,Auvergne-Rhône-Alpes,non,3,3020.0,5.0,708.0,642.98,4468.807096200013
oui,aucun,Île-de-France,oui,3,1468.0,5.0,578.0,1023.934,1346.918895457166
oui,bac,Hauts-de-France,oui,1,2974.0,2.0,331.0,781.692,500.0
non,master,Occitanie,non,1,500.0,5.0,519.0,965.86,5379.915394516881
non,aucun,Bretagne,non,3,1604.0,0.0,567.0,872.7300000000001,500.0
oui,master,Normandie,oui,4,3815.0,1.0,582.0,1033.026,27191.256997965564
non,doctorat,Île-de-France,non,0,1602.0,0.0,560.0,679.48,500.0
oui,doctorat,Auvergne-Rhône-Alpes,oui,1,3400.0,1.0,417.0,887.93,500.0
oui,doctorat,Bretagne,oui,4,3170.0,3.0,503.0,1298.3356,44590.05048809226
oui,master,Corse,oui,2,3322.0,2.0,556.0,792.88,500.0
oui,aucun,Bretagne,oui,0,1930.0,1.0,582.0,771.49,500.0
non,master,Corse,non,2,3649.0,4.0,434.0,651.294,500.0
oui,aucun,Occitanie,oui,1,2587.0,4.0,463.0,345.95,500.0
non,bac+2,Hauts-de-France,oui,4,528.0,1.0,582.0,772.704,500.0
oui,doctorat,Bretagne,oui,0,3467.0,0.0,706.0,642.1779999999999,19557.22101996499
non,aucun,Normandie,non,0,2656.0,4.0,355.0,761.61,500.0
oui,bac+2,Auvergne-Rhône-Alpes,oui,1,2315.0,5.0,578.0,970.0900000000001,6215.834105529172
non,aucun,Île-de-France,non,2,4316.0,4.0,492.0,783.888,500.0
non,bac+2,Île-de-France,oui,0,500.0,0.0,797.0,675.32,500.0
oui,bac+2,Corse,non,3,2392.0,1.0,623.0,847.27,500.0
non,master,Île-de-France,non,1,933.0,2.0,570.0,916.716,7170.652200564357
oui,aucun,Auvergne-Rhône-Alpes,oui,3,3134.0,1.0,370.0,870.4739999999999,500.0
non,doctorat,Normandie,oui,4,2964.0,3.0,575.0,958.0880000000001,500.0
oui,master,Hauts-de-France,oui,-1,3616.0,2.0,570.0,615.1560000000001,500.0
non,master,Provence-Alpes-Côte d’Azur,oui,0,3297.0,1.0,432.0,922.7160000000001,500.0
oui,doctorat,Bretagne,oui,3,2155.0,5.0,596.0,659.132,500.0
non,aucun,Bretagne,non,2,1752.0,4.0,573.0,923.3119999999999,2483.859870703443
non,doctorat,Île-de-France,non,0,2467.0,0.0,560.0,1298.3356,14557.418966954814
oui,bac,Occitanie,non,2,1716.0,4.0,573.0,634.29,500.0
oui,master,Hauts-de-France,oui,2,1787.0,0.0,340.0,775.208,500.0
oui,doctorat,Auvergne-Rhône-Alpes,non,0,2558.0,4.0,573.0,958.3459999999999,20869.65148726467
non,bac,Hauts-de-France,non,1,3498.0,0.0,512.0,724.406,500.0
non,doctorat,Bretagne,oui,2,922.0,5.0,324.0,814.6879999999999,500.0
non,master,Île-de-France,oui,2,3693.0,5.0,578.0,943.568,17428.767628658694
oui,doctorat,Île-de-France,oui,4,2345.0,0.0,560.0,868.3979999999999,24641.460418419367
non,bac+2,Occitanie,non,0,3441.0,2.0,570.0,1298.3356,500.0
oui,doctorat,Corse,non,1,3816.0,4.0,707.0,1033.0259999999998,24516.770598095045
oui,bac,Auvergne-Rhône-Alpes,non,4,1030.0,4.0,761.0,898.5559999999999,33879.53597724894
oui,bac,Hauts-de-France,non,3,4069.0,5.0,578.0,848.6460000000001,26639.82173082332
non,bac,Occitanie,non,3,1745.0,4.0,573.0,785.81,4908.416663809042
non,aucun,Occitanie,non,6,3613.0,5.0,578.0,649.87,29258.483679075234
non,bac+2,Hauts-de-France,non,4,4747.0,4.0,608.0,610.05,32266.24260203812
non,master,Normandie,oui,1,4924.0,2.0,570.0,840.086,16283.968628048193
non,master,Corse,oui,2,2135.0,3.0,575.0,822.9639999999999,500.0
non,bac,Normandie,oui,3,3401.0,4.0,573.0,752.58,500.0
non,bac+2,Provence-Alpes-Côte d’Azur,oui,1,2278.0,3.0,662.0,877.066,500.0
non,master,Occitanie,non,1,3187.0,3.0,575.0,438.54,23557.499748505743
non,master,Corse,oui,1,2677.0,2.0,570.0,789.7859999999998,500.0
non,aucun,Bretagne,non,4,1663.0,3.0,700.0,676.388,500.0
non,master,Île-de-France,oui,0,1183.0,2.0,570.0,835.0800000000002,500.0
non,bac,Île-de-France,oui,2,500.0,1.0,582.0,675.32,500.0
oui,aucun,Auvergne-Rhône-Alpes,oui,1,832.0,0.0,560.0,1034.89,500.0
non,master,Bretagne,oui,2,3009.0,3.0,441.0,674.6220000000001,500.0
oui,bac,Occitanie,non,7,500.0,2.0,443.0,1028.22,39813.19751029192
non,bac,Provence-Alpes-Côte d’Azur,non,0,3587.0,4.0,573.0,834.3380000000001,7001.673152657505
oui,master,Provence-Alpes-Côte d’Azur,non,2,2008.0,3.0,575.0,726.206,16554.691901796035
oui,bac,Provence-Alpes-Côte d’Azur,oui,4,1429.0,5.0,578.0,756.092,500.0
oui,doctorat,Occitanie,oui,2,3887.0,5.0,548.0,362.04,2756.830864978187
oui,doctorat,Bretagne,oui,1,2630.0,4.0,573.0,772.6940000000001,500.0
non,doctorat,Provence-Alpes-Côte d’Azur,non,1,4089.0,1.0,842.0,880.3,32232.60665141257
oui,aucun,Provence-Alpes-Côte d’Azur,non,3,2134.0,4.0,303.0,764.258,13377.295538873988
oui,aucun,Normandie,non,4,500.0,0.0,340.0,783.49,8468.46316431499
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,1,4437.0,1.0,582.0,743.822,21782.477357284577
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,3,782.0,0.0,425.0,1036.632,500.0
non,master,Hauts-de-France,oui,3,3124.0,5.0,844.0,593.47,18146.00330657037
non,master,Auvergne-Rhône-Alpes,non,1,3411.0,5.0,743.0,1266.29,19770.563568345497
non,aucun,Corse,non,1,2371.0,1.0,582.0,388.86,500.0
oui,doctorat,Bretagne,oui,3,3074.0,1.0,582.0,1187.51,35347.40872000871
oui,aucun,Auvergne-Rhône-Alpes,non,2,3456.0,0.0,647.0,796.234,16551.774845537584
oui,bac+2,Normandie,non,1,3874.0,2.0,570.0,828.116,15454.26640666263
non,bac+2,Occitanie,oui,0,4763.0,0.0,483.0,751.106,500.0
oui,master,Auvergne-Rhône-Alpes,non,1,5165.0,0.0,808.0,462.698,14427.824148136217
non,bac+2,Bretagne,non,-1,500.0,4.0,573.0,464.49399999999997,500.0
non,doctorat,Bretagne,oui,0,500.0,1.0,582.0,1298.3356,500.0
non,bac,Provence-Alpes-Côte d’Azur,oui,0,5074.0,1.0,582.0,881.54,8345.266126403716
oui,aucun,Normandie,non,0,2495.0,0.0,560.0,575.752,500.0
oui,doctorat,Occitanie,non,1,2396.0,2.0,758.0,667.2040000000001,500.0
oui,bac,Île-de-France,oui,4,2900.0,2.0,570.0,916.2880000000001,500.0
non,doctorat,Occitanie,non,1,3971.0,0.0,560.0,927.622,21830.28428873888
non,aucun,Provence-Alpes-Côte d’Azur,non,0,3829.0,4.0,398.0,406.36,11729.697370761736
non,master,Auvergne-Rhône-Alpes,non,3,5170.0,0.0,560.0,462.698,21867.17944008159
oui,doctorat,Occitanie,oui,0,1474.0,1.0,719.0,943.722,14578.46342780158
non,master,Hauts-de-France,non,1,1932.0,1.0,582.0,757.466,3897.056149029313
non,bac,Provence-Alpes-Côte d’Azur,oui,3,4542.0,4.0,573.0,441.41399999999993,500.0
non,aucun,Hauts-de-France,oui,1,1744.0,3.0,402.0,919.952,500.0
non,bac+2,Corse,non,1,2449.0,4.0,611.0,629.836,2474.3989784359687
oui,aucun,Île-de-France,oui,4,2887.0,5.0,578.0,1022.006,500.0
oui,bac+2,Corse,oui,2,500.0,2.0,814.0,822.03,500.0
oui,aucun,Auvergne-Rhône-Alpes,oui,4,1871.0,5.0,578.0,772.5919999999999,500.0
non,bac,Provence-Alpes-Côte d’Azur,oui,1,2735.0,3.0,590.0,945.9460000000001,500.0
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1,4154.0,2.0,570.0,966.074,500.0
non,doctorat,Île-de-France,oui,1,2870.0,2.0,547.0,810.2760000000001,500.0
oui,bac+2,Hauts-de-France,oui,4,2705.0,5.0,619.0,944.7819999999999,28184.710589397408
non,bac,Provence-Alpes-Côte d’Azur,oui,1,1378.0,5.0,578.0,975.8220000000001,2880.5582056191074
non,bac+2,Corse,oui,2,2104.0,1.0,681.0,260.35810000000004,500.0
oui,master,Bretagne,non,1,2522.0,0.0,560.0,857.4,500.0
non,aucun,Provence-Alpes-Côte d’Azur,non,0,1912.0,5.0,578.0,776.3679999999999,500.0
oui,aucun,Île-de-France,oui,3,1628.0,1.0,757.0,475.82,18730.31155673045
non,master,Bretagne,non,1,4339.0,3.0,393.0,640.528,34467.44874293557
oui,bac+2,Hauts-de-France,non,0,1545.0,4.0,839.0,815.668,10949.690925634568
oui,aucun,Occitanie,oui,1,3114.0,3.0,575.0,998.5319999999999,500.0
non,bac+2,Bretagne,non,1,2018.0,0.0,613.0,742.3700000000001,500.0
non,bac+2,Auvergne-Rhône-Alpes,oui,2,1823.0,5.0,487.0,782.23,937.9675844741956
oui,bac+2,Provence-Alpes-Côte d’Azur,non,2,3056.0,2.0,570.0,873.842,2887.4437080127564
oui,bac,Corse,non,3,2646.0,0.0,560.0,708.68,500.0
non,master,Provence-Alpes-Côte d’Azur,oui,1,2283.0,4.0,631.0,683.856,500.0
oui,doctorat,Bretagne,non,3,1936.0,2.0,570.0,757.8979999999999,7338.296998606826
oui,bac+2,Hauts-de-France,oui,3,1033.0,3.0,729.0,677.5360000000001,500.0
oui,doctorat,Occitanie,non,1,3694.0,1.0,582.0,861.3340000000001,35300.66375081518
non,bac+2,Normandie,oui,3,2050.0,1.0,582.0,808.64,500.0
non,bac+2,Île-de-France,non,1,3224.0,4.0,354.0,328.98,23660.843189123687
oui,aucun,Hauts-de-France,oui,1,2423.0,0.0,560.0,894.45,500.0
oui,aucun,Île-de-France,oui,1,2642.0,0.0,838.0,747.2139999999999,10475.661388723836
non,bac,Bretagne,oui,2,1069.0,5.0,667.0,878.832,500.0
oui,bac,Corse,oui,4,2099.0,1.0,582.0,677.3219999999999,11404.561516999738
oui,bac,Provence-Alpes-Côte d’Azur,oui,1,2587.0,3.0,575.0,755.1239999999999,11510.750909030385
oui,doctorat,Hauts-de-France,oui,4,1295.0,1.0,582.0,782.646,15242.241798304263
non,doctorat,Bretagne,oui,0,3726.0,0.0,434.0,871.0,20105.170740307636
oui,bac,Corse,oui,2,2569.0,3.0,395.0,953.02,4336.0354537270205
oui,aucun,Normandie,oui,0,2070.0,3.0,575.0,677.71,500.0
non,bac+2,Occitanie,non,0,4460.0,0.0,411.0,840.5440000000001,16483.89896041852
non,bac+2,Bretagne,non,0,4239.0,3.0,703.0,896.1,500.0
oui,aucun,Normandie,oui,1,1901.0,1.0,620.0,458.68,500.0
oui,aucun,Occitanie,non,2,2287.0,1.0,582.0,909.0559999999999,500.0
non,master,Hauts-de-France,non,1,578.0,5.0,799.0,771.43,500.0
oui,bac+2,Hauts-de-France,oui,1,2996.0,2.0,570.0,753.254,500.0
non,doctorat,Corse,oui,1,2217.0,1.0,497.0,947.9939999999999,500.0
non,master,Bretagne,oui,0,2369.0,4.0,573.0,964.94,8548.489324544673
oui,master,Normandie,non,2,2538.0,4.0,532.0,1158.074,500.0
non,aucun,Provence-Alpes-Côte d’Azur,non,0,500.0,2.0,746.0,870.742,500.0
oui,bac+2,Hauts-de-France,oui,3,1897.0,4.0,573.0,655.22,500.0
oui,bac,Hauts-de-France,oui,1,1257.0,0.0,560.0,409.92,500.0
oui,master,Corse,oui,0,647.0,4.0,319.0,770.8120000000001,500.0
oui,doctorat,Île-de-France,non,4,2652.0,1.0,390.0,856.0880000000001,36757.64351219998
non,bac,Normandie,oui,1,2893.0,3.0,325.0,686.2700000000001,500.0
oui,bac+2,Occitanie,non,3,2193.0,5.0,578.0,812.4480000000001,500.0
non,doctorat,Île-de-France,oui,3,1583.0,0.0,560.0,670.174,26913.92745677282
oui,aucun,Auvergne-Rhône-Alpes,oui,1,2971.0,4.0,573.0,695.3480000000001,500.0
non,master,Île-de-France,non,0,1557.0,1.0,426.0,710.9200000000001,500.0
oui,bac+2,Île-de-France,non,0,500.0,5.0,467.0,675.32,9952.634831709069
non,doctorat,Bretagne,oui,1,3178.0,2.0,657.0,891.5840000000001,500.0
oui,master,Île-de-France,oui,2,1544.0,1.0,412.0,922.8520000000001,17771.370194544754
oui,bac+2,Provence-Alpes-Côte d’Azur,non,2,1684.0,2.0,570.0,740.572,16366.31613611407
oui,bac+2,Corse,oui,0,1217.0,5.0,578.0,755.91,500.0
oui,doctorat,Bretagne,oui,3,1009.0,3.0,575.0,956.0880000000001,24011.37932251136
oui,bac,Occitanie,non,1,1311.0,1.0,582.0,895.2359999999999,4304.819390710091
non,master,Corse,oui,3,2339.0,0.0,560.0,780.2700000000001,1693.481985055245
non,bac+2,Occitanie,non,3,3059.0,0.0,573.0,651.25,14051.2804873836
non,aucun,Auvergne-Rhône-Alpes,oui,-1,1820.0,0.0,560.0,705.1980000000001,500.0
non,master,Normandie,oui,0,1962.0,4.0,300.0,855.902,500.0
non,master,Corse,non,0,2006.0,4.0,573.0,755.716,500.0
oui,bac+2,Corse,non,0,1804.0,1.0,582.0,834.7160000000001,500.0
oui,master,Hauts-de-France,oui,1,1035.0,3.0,589.0,677.536,1829.6654241481597
oui,doctorat,Hauts-de-France,non,1,2926.0,3.0,372.0,1108.75,500.0
non,bac,Provence-Alpes-Côte d’Azur,oui,1,3290.0,4.0,814.0,854.52,1203.5398068273032
oui,bac+2,Normandie,oui,0,1547.0,5.0,578.0,809.5060000000001,500.0
non,bac+2,Occitanie,non,1,4711.0,4.0,573.0,790.108,15945.651521963517
non,bac+2,Provence-Alpes-Côte d’Azur,non,-1,1720.0,4.0,573.0,1298.3356,500.0
oui,doctorat,Normandie,oui,4,2129.0,5.0,578.0,856.656,25073.64831085816
non,master,Provence-Alpes-Côte d’Azur,non,1,1244.0,1.0,759.0,838.6380000000001,23831.57014406021
non,bac,Île-de-France,oui,3,2531.0,4.0,573.0,712.454,8055.100003938046
non,aucun,Occitanie,oui,1,5415.0,4.0,496.0,554.804,1844.4039980916957
non,bac,Bretagne,oui,0,3190.0,5.0,543.0,934.6479999999999,500.0
oui,master,Normandie,non,1,3405.0,3.0,575.0,736.052,500.0
oui,bac+2,Auvergne-Rhône-Alpes,non,3,2924.0,1.0,582.0,1020.0039999999999,500.0
non,master,Normandie,non,3,904.0,2.0,570.0,817.336,500.0
oui,master,Hauts-de-France,non,2,3972.0,5.0,580.0,849.298,9951.326138934772
non,master,Occitanie,oui,2,3980.0,1.0,582.0,707.1279999999999,7499.011921437382
non,bac,Hauts-de-France,non,0,1142.0,4.0,573.0,1247.53,500.0
oui,aucun,Corse,non,3,2628.0,4.0,626.0,800.646,500.0
non,master,Provence-Alpes-Côte d’Azur,oui,1,3815.0,3.0,575.0,789.06,500.0
non,aucun,Provence-Alpes-Côte d’Azur,oui,4,2330.0,5.0,578.0,781.396,6844.05053282631
oui,bac+2,Hauts-de-France,non,4,2468.0,1.0,616.0,924.8,37282.04314707176
oui,bac,Provence-Alpes-Côte d’Azur,non,0,2534.0,1.0,582.0,946.2980000000001,3100.8213924457973
oui,bac+2,Occitanie,oui,3,2852.0,2.0,533.0,814.992,20478.117478166678
non,bac,Normandie,oui,3,648.0,1.0,582.0,834.108,500.0
non,aucun,Bretagne,non,0,3739.0,4.0,813.0,892.392,4641.310260665454
oui,bac,Provence-Alpes-Côte d’Azur,oui,2,3384.0,5.0,715.0,913.22,11332.638716392968
oui,bac,Hauts-de-France,oui,0,2053.0,2.0,612.0,866.376,500.0
oui,doctorat,Île-de-France,non,1,2227.0,1.0,582.0,848.9100000000002,28096.56874714213
oui,bac,Normandie,non,1,2376.0,4.0,505.0,637.856,500.0
non,doctorat,Corse,non,4,1127.0,3.0,575.0,650.93,500.0
non,aucun,Hauts-de-France,non,5,6099.0,2.0,727.0,937.3619999999999,14686.31934881045
non,bac+2,Normandie,oui,0,648.0,5.0,532.0,834.108,500.0
oui,doctorat,Corse,oui,0,500.0,0.0,658.0,822.03,500.0
non,doctorat,Corse,oui,1,1682.0,0.0,560.0,804.3240000000002,500.0
non,aucun,Normandie,oui,2,2988.0,1.0,582.0,711.514,500.0
non,bac+2,Hauts-de-France,oui,1,2020.0,2.0,735.0,1015.18,500.0
oui,master,Provence-Alpes-Côte d’Azur,oui,0,2889.0,3.0,575.0,822.57,5171.837174478747
non,bac+2,Bretagne,oui,1,3025.0,3.0,423.0,855.01,500.0
non,doctorat,Île-de-France,non,0,3116.0,5.0,578.0,812.6,23601.52096029253
oui,doctorat,Occitanie,non,0,1838.0,4.0,497.0,714.658,500.0
oui,doctorat,Hauts-de-France,oui,2,3146.0,1.0,582.0,648.462,15204.91328571521
oui,bac+2,Normandie,oui,2,3278.0,0.0,560.0,955.9060000000002,20118.866348909345
non,aucun,Corse,oui,2,1389.0,0.0,635.0,897.39,500.0
non,aucun,Normandie,oui,1,4915.0,2.0,834.0,840.086,4634.743356931012
non,master,Occitanie,oui,3,2888.0,4.0,573.0,1061.106,500.0
non,bac+2,Auvergne-Rhône-Alpes,non,3,500.0,4.0,573.0,842.04,8381.664255233769
oui,master,Provence-Alpes-Côte d’Azur,oui,2,3551.0,4.0,426.0,864.65,500.0
oui,master,Île-de-France,oui,0,4382.0,1.0,794.0,1003.442,21348.152525666166
oui,bac,Île-de-France,oui,0,2350.0,1.0,695.0,599.134,500.0
non,aucun,Occitanie,non,2,1328.0,0.0,560.0,798.62,500.0
non,aucun,Normandie,non,3,4105.0,3.0,575.0,741.866,731.2221554933167
non,bac+2,Île-de-France,oui,4,4778.0,5.0,580.0,611.9159999999999,37714.01360060912
oui,aucun,Bretagne,non,4,4518.0,5.0,636.0,1027.11,36536.98700276142
oui,aucun,Bretagne,non,3,4403.0,1.0,582.0,916.086,19518.089470105537
non,aucun,Occitanie,oui,0,1232.0,4.0,517.0,659.826,500.0
oui,bac+2,Normandie,oui,0,2283.0,1.0,582.0,260.35810000000004,500.0
non,bac+2,Hauts-de-France,non,1,2756.0,4.0,573.0,911.4359999999999,500.0
oui,bac+2,Occitanie,oui,1,4627.0,3.0,523.0,686.5639999999999,500.0
non,bac,Auvergne-Rhône-Alpes,oui,0,2593.0,2.0,570.0,995.966,500.0
non,bac+2,Provence-Alpes-Côte d’Azur,oui,2,2667.0,1.0,573.0,779.728,9469.085375935569
non,master,Provence-Alpes-Côte d’Azur,non,2,2860.0,3.0,375.0,601.652,500.0
non,master,Hauts-de-France,non,1,2389.0,4.0,573.0,808.4379999999999,9387.694935248332
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,3,2271.0,0.0,708.0,842.87,500.0
oui,aucun,Corse,oui,2,1910.0,4.0,672.0,850.26,500.0
non,bac+2,Auvergne-Rhône-Alpes,oui,2,1826.0,4.0,573.0,601.644,500.0
non,doctorat,Corse,non,1,2292.0,4.0,573.0,866.582,500.0
non,master,Occitanie,oui,1,922.0,0.0,540.0,902.8799999999999,500.0
oui,doctorat,Hauts-de-France,non,2,3056.0,1.0,582.0,1091.95,16286.65655189356
oui,doctorat,Corse,oui,3,2113.0,5.0,578.0,864.6540000000001,13368.752683796876
non,aucun,Provence-Alpes-Côte d’Azur,oui,4,2253.0,2.0,570.0,700.3979999999999,500.0
oui,doctorat,Hauts-de-France,oui,0,3075.0,3.0,575.0,856.6380000000001,5856.098411216503
oui,doctorat,Île-de-France,non,2,3759.0,4.0,573.0,1018.88,10525.459769571758
non,bac+2,Provence-Alpes-Côte d’Azur,non,1,2436.0,0.0,721.0,883.2,500.0
non,master,Occitanie,oui,1,2181.0,5.0,578.0,853.1120000000001,500.0
oui,aucun,Hauts-de-France,oui,0,1922.0,0.0,335.0,717.462,500.0
non,bac,Auvergne-Rhône-Alpes,non,1,1393.0,1.0,582.0,851.5779999999999,500.0
oui,bac+2,Hauts-de-France,oui,1,2548.0,2.0,570.0,830.226,500.0
oui,master,Île-de-France,non,1,4074.0,3.0,575.0,1092.346,25934.284435821468
oui,bac+2,Occitanie,oui,0,1549.0,0.0,511.0,426.09,500.0
oui,master,Auvergne-Rhône-Alpes,non,0,500.0,0.0,578.0,842.04,500.0
non,master,Occitanie,non,2,2945.0,4.0,573.0,1025.432,500.0
oui,bac+2,Normandie,non,0,1433.0,3.0,575.0,850.472,4828.855891117277
oui,bac+2,Auvergne-Rhône-Alpes,oui,3,3301.0,0.0,462.0,860.034,27531.360665179167
non,bac,Auvergne-Rhône-Alpes,non,3,3949.0,3.0,575.0,1003.092,500.0
oui,master,Provence-Alpes-Côte d’Azur,oui,5,1651.0,3.0,622.0,889.7,31842.251789281097
oui,bac+2,Auvergne-Rhône-Alpes,non,2,1201.0,5.0,578.0,937.9380000000001,500.0
non,aucun,Occitanie,non,0,500.0,0.0,783.0,965.86,500.0
non,bac,Occitanie,oui,3,4275.0,5.0,769.0,667.322,500.0
non,bac+2,Corse,non,0,1589.0,5.0,578.0,556.284,500.0
oui,aucun,Occitanie,oui,3,1433.0,5.0,668.0,950.1279999999999,500.0
oui,bac,Île-de-France,non,2,1610.0,3.0,575.0,894.5379999999999,500.0
non,master,Occitanie,non,2,3626.0,4.0,547.0,848.9100000000001,25294.10215380553
non,doctorat,Normandie,oui,5,1050.0,0.0,470.0,800.952,4311.561777055545
non,bac+2,Normandie,oui,1,1613.0,4.0,573.0,705.73,500.0
non,aucun,Occitanie,non,0,2583.0,1.0,582.0,639.6479999999999,500.0
non,doctorat,Bretagne,non,-1,2270.0,5.0,322.0,880.2280000000001,5825.281521065129
non,master,Corse,oui,0,2335.0,4.0,838.0,708.348,500.0
oui,bac,Corse,non,0,5073.0,0.0,560.0,607.926,500.0
oui,bac,Normandie,non,2,2878.0,5.0,578.0,845.588,20557.13346462743
oui,master,Île-de-France,oui,3,3080.0,4.0,573.0,559.854,25737.46186213473
oui,doctorat,Provence-Alpes-Côte d’Azur,non,1,2370.0,3.0,575.0,683.1580000000001,500.0
oui,master,Bretagne,oui,2,3745.0,4.0,573.0,915.492,25637.78238088541
non,master,Normandie,oui,2,2164.0,4.0,790.0,847.93,500.0
oui,master,Corse,non,1,500.0,5.0,578.0,822.03,500.0
oui,bac+2,Bretagne,oui,2,2879.0,4.0,573.0,962.6439999999999,500.0
oui,bac+2,Île-de-France,non,5,1917.0,0.0,560.0,824.2180000000001,26650.64907722889
oui,bac+2,Occitanie,non,0,2443.0,0.0,560.0,1082.88,500.0
non,aucun,Occitanie,oui,2,3181.0,0.0,560.0,796.5899999999999,500.0
non,bac,Bretagne,non,0,3099.0,3.0,575.0,928.836,9060.920418184798
oui,bac,Hauts-de-France,oui,2,1833.0,1.0,582.0,695.554,500.0
non,doctorat,Bretagne,oui,2,3060.0,1.0,582.0,892.684,500.0
non,bac+2,Occitanie,non,2,3309.0,5.0,578.0,745.932,500.0
oui,bac+2,Corse,oui,4,2418.0,5.0,578.0,958.69,500.0
non,doctorat,Occitanie,non,0,2617.0,3.0,575.0,605.56,10333.42734121597
non,bac+2,Provence-Alpes-Côte d’Azur,oui,2,500.0,5.0,307.0,870.742,500.0
oui,aucun,Bretagne,oui,4,4195.0,5.0,453.0,644.81,21939.059142254788
oui,aucun,Normandie,oui,1,2087.0,1.0,815.0,954.79,500.0
oui,master,Occitanie,oui,0,3190.0,1.0,698.0,716.954,13050.830405815705
non,aucun,Corse,non,4,4702.0,2.0,599.0,782.2700000000001,7440.80361457933
oui,bac+2,Île-de-France,oui,4,4977.0,5.0,578.0,779.674,9041.771993018254
non,bac,Auvergne-Rhône-Alpes,oui,0,2329.0,3.0,575.0,849.116,500.0
oui,aucun,Bretagne,non,1,2052.0,3.0,575.0,775.3220000000001,12446.169332361686
non,bac+2,Normandie,oui,2,3239.0,3.0,575.0,742.4379999999999,500.0
non,bac+2,Hauts-de-France,non,2,2673.0,4.0,664.0,706.196,500.0
non,master,Bretagne,oui,2,2249.0,3.0,575.0,260.35810000000004,500.0
oui,bac,Occitanie,oui,1,4500.0,1.0,582.0,640.4,6078.512556965667
oui,doctorat,Occitanie,oui,5,500.0,1.0,582.0,965.86,500.0
non,doctorat,Bretagne,non,2,3274.0,5.0,479.0,819.2220000000001,30554.30193640234
oui,master,Bretagne,non,5,2213.0,0.0,560.0,1121.29,37497.55064052389
oui,bac+2,Corse,oui,3,3634.0,1.0,582.0,785.322,500.0
oui,bac+2,Hauts-de-France,non,2,4054.0,4.0,780.0,656.96,25926.988151946596
oui,doctorat,Hauts-de-France,non,2,1341.0,0.0,617.0,750.732,28037.330407555044
oui,master,Île-de-France,non,2,1853.0,5.0,578.0,644.802,21868.47639046725
oui,doctorat,Île-de-France,oui,2,2065.0,4.0,573.0,579.132,28558.521316721337
non,bac+2,Hauts-de-France,oui,0,2772.0,5.0,471.0,1174.44,500.0
non,doctorat,Corse,non,5,1794.0,3.0,575.0,712.5559999999999,500.0
oui,aucun,Bretagne,oui,2,1944.0,4.0,573.0,599.69,500.0
oui,doctorat,Bretagne,oui,2,1172.0,4.0,573.0,836.5039999999999,10234.610764862067
oui,bac,Bretagne,oui,1,2807.0,4.0,573.0,821.96,500.0
